"No.","Time","Source","Destination","Protocol","Length","Info"
"4196","68.263122","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3301 Ack=174109 Win=131840 Len=0"
"4197","68.266945","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=174109 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4198","68.266946","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=175469 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4199","68.266946","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=176829 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4200","68.266948","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=178189 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4201","68.266948","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=179549 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4202","68.267069","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3301 Ack=180909 Win=131840 Len=0"
"4203","68.269780","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","586","[TCP Retransmission] 443  >  53937 [PSH, ACK] Seq=4419 Ack=582 Win=28672 Len=512"
"4204","68.271749","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=180909 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4205","68.272543","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=182269 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4206","68.272544","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"4207","68.272546","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=184989 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4208","68.272546","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=186349 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4209","68.272547","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=187709 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4210","68.272677","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3301 Ack=189069 Win=131840 Len=0"
"4211","68.277117","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=189069 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4212","68.277122","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=190429 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4213","68.277125","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=191789 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4214","68.277130","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=193149 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4215","68.277130","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=194509 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4216","68.277294","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3301 Ack=195869 Win=131840 Len=0"
"4217","68.278526","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=195869 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4218","68.278586","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3301 Ack=197229 Win=131840 Len=0"
"4219","68.281786","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=197229 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4220","68.281787","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"4221","68.281788","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=199949 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4222","68.281789","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=201309 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4223","68.281789","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=202669 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4224","68.281909","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3301 Ack=204029 Win=131840 Len=0"
"4225","68.283433","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=204029 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4226","68.283511","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3301 Ack=205389 Win=131840 Len=0"
"4227","68.285611","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=205389 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4228","68.285612","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=206749 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4229","68.285614","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=208109 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4230","68.285614","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=209469 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4231","68.285739","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3301 Ack=210829 Win=131840 Len=0"
"4232","68.289444","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53910 [ACK] Seq=210829 Ack=3301 Win=31744 Len=1360 [TCP segment of a reassembled PDU]"
"4233","68.289445","2606:4700:30::681b:ba84","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","1225","Application Data, Application Data"
"4234","68.289564","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TCP","74","53910  >  443 [ACK] Seq=3301 Ack=213340 Win=131840 Len=0"
"4235","68.301320","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","HTTP","472","GET /galleries/14/142080_70x105.jpg HTTP/1.1 "
"4236","68.309483","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53930 [ACK] Seq=9622 Ack=1195 Win=30720 Len=1360 [TCP segment of a reassembled PDU]"
"4237","68.309501","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53930 [ACK] Seq=10982 Ack=1195 Win=30720 Len=1360 [TCP segment of a reassembled PDU]"
"4238","68.309502","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53930 [ACK] Seq=12342 Ack=1195 Win=30720 Len=1360 [TCP segment of a reassembled PDU]"
"4239","68.309504","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53930 [ACK] Seq=13702 Ack=1195 Win=30720 Len=1360 [TCP segment of a reassembled PDU]"
"4240","68.309506","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","HTTP","1284","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4241","68.310117","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53930  >  80 [ACK] Seq=1195 Ack=16272 Win=131840 Len=0"
"4242","68.337184","192.168.42.54","34.199.237.82","TCP","54","53842  >  443 [FIN, ACK] Seq=1 Ack=1 Win=510 Len=0"
"4243","68.339616","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","154","Application Data"
"4244","68.347221","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53928 [ACK] Seq=21731 Ack=1463 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4245","68.347221","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4246","68.347222","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53928 [ACK] Seq=23122 Ack=1463 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4247","68.347222","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4248","68.347223","2606:4700:30::6812:29a3","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","473","Application Data, Application Data"
"4249","68.347370","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:29a3","TCP","74","53928  >  443 [ACK] Seq=1463 Ack=24912 Win=131840 Len=0"
"4250","68.353992","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","154","Application Data"
"4251","68.428015","64.111.199.222","192.168.42.54","TCP","54","443  >  53905 [ACK] Seq=6917 Ack=5528 Win=44544 Len=0"
"4252","68.437060","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","86","[TCP Retransmission] 443  >  53945 [SYN, ACK] Seq=0 Ack=1 Win=27200 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"4253","68.437061","64.111.199.222","192.168.42.54","TCP","1424","443  >  53905 [ACK] Seq=6917 Ack=5528 Win=44544 Len=1370 [TCP segment of a reassembled PDU]"
"4254","68.438054","64.111.199.222","192.168.42.54","TCP","1424","443  >  53905 [ACK] Seq=8287 Ack=5528 Win=44544 Len=1370 [TCP segment of a reassembled PDU]"
"4255","68.438056","64.111.199.222","192.168.42.54","TLSv1.2","980","Application Data"
"4256","68.438248","192.168.42.54","64.111.199.222","TCP","54","53905  >  443 [ACK] Seq=5528 Ack=10583 Win=131328 Len=0"
"4257","68.453254","192.168.42.54","64.111.199.222","TCP","66","53961  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"4258","68.459522","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","74","443  >  53929 [ACK] Seq=31181 Ack=2018 Win=29696 Len=0"
"4259","68.459524","2606:4700:30::6812:25d5","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","86","[TCP Retransmission] 443  >  53946 [SYN, ACK] Seq=0 Ack=1 Win=27200 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"4260","68.462978","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=31181 Ack=2018 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4261","68.462979","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4262","68.462980","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=32572 Ack=2018 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4263","68.462981","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4264","68.462982","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","626","Application Data"
"4265","68.462986","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4266","68.462987","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=34546 Ack=2018 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4267","68.462989","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4268","68.462989","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=35937 Ack=2018 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4269","68.463287","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2018 Ack=37297 Win=131840 Len=0"
"4270","68.463548","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","291","Application Data, Application Data, Application Data"
"4271","68.463628","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2018 Ack=37514 Win=131584 Len=0"
"4272","68.464134","180.87.4.161","192.168.42.54","SSL","189","Continuation Data"
"4273","68.492456","64.111.199.222","192.168.42.54","TCP","66","443  >  53958 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=128"
"4274","68.492457","40.81.26.225","192.168.42.54","TCP","54","443  >  53844 [ACK] Seq=15529 Ack=22755 Win=2049 Len=0"
"4275","68.492623","192.168.42.54","64.111.199.222","TCP","54","53958  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"4276","68.501257","192.168.42.54","64.111.199.222","TLSv1.2","571","Client Hello"
"4277","68.504315","192.168.42.54","180.87.4.161","TCP","54","53951  >  443 [ACK] Seq=661 Ack=271 Win=131072 Len=0"
"4278","68.523372","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","154","Application Data"
"4279","68.524073","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","HTTP","472","GET /galleries/14/142386_70x105.jpg HTTP/1.1 "
"4280","68.524499","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","HTTP","470","GET /galleries/1/10630_70x105.jpg HTTP/1.1 "
"4281","68.525203","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:29a3","TLSv1.3","143","Application Data"
"4282","68.531020","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","86","53962  >  80 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"4283","68.543792","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","470","[TCP Retransmission] 53949  >  80 [PSH, ACK] Seq=397 Ack=4809 Win=131840 Len=396"
"4284","68.547621","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53938 [ACK] Seq=2195 Ack=793 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4285","68.547623","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53938 [ACK] Seq=3555 Ack=793 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4286","68.547626","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53938 [ACK] Seq=4915 Ack=793 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4287","68.547627","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53938 [ACK] Seq=6275 Ack=793 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4288","68.547628","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","HTTP","583","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4289","68.547805","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","74","53938  >  80 [ACK] Seq=793 Ack=8144 Win=131840 Len=0"
"4290","68.550304","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","TCP","469","[TCP Retransmission] 53947  >  80 [PSH, ACK] Seq=399 Ack=5444 Win=131840 Len=395"
"4291","68.553612","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681c:103f","HTTP","469","GET /galleries/0/8208_70x105.jpg HTTP/1.1 "
"4292","68.554801","192.168.42.54","192.168.42.129","DNS","76","Standard query 0x94a5 A www.pornalin.com"
"4293","68.555303","192.168.42.54","192.168.42.129","DNS","76","Standard query 0x5bc5 AAAA www.pornalin.com"
"4294","68.571696","40.81.26.225","192.168.42.54","TCP","1424","443  >  53844 [ACK] Seq=15529 Ack=22755 Win=2049 Len=1370 [TCP segment of a reassembled PDU]"
"4295","68.571697","40.81.26.225","192.168.42.54","TLSv1.2","885","Application Data"
"4296","68.571697","64.111.199.222","192.168.42.54","TCP","66","443  >  53960 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=128"
"4297","68.571880","192.168.42.54","40.81.26.225","TCP","54","53844  >  443 [ACK] Seq=22755 Ack=17730 Win=513 Len=0"
"4298","68.571940","192.168.42.54","64.111.199.222","TCP","54","53960  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"4299","68.584201","192.168.42.54","64.111.199.222","TLSv1.2","571","Client Hello"
"4300","68.592063","64.111.199.222","192.168.42.54","TCP","66","443  >  53959 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=128"
"4301","68.592193","192.168.42.54","64.111.199.222","TCP","54","53959  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"4302","68.596912","104.28.16.63","192.168.42.54","TCP","66","[TCP Retransmission] 80  >  53954 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=1024"
"4303","68.605806","192.168.42.54","64.111.199.222","TLSv1.2","571","Client Hello"
"4304","68.611591","34.199.237.82","192.168.42.54","TCP","54","443  >  53842 [FIN, ACK] Seq=1 Ack=2 Win=118 Len=0"
"4305","68.611591","104.18.36.213","192.168.42.54","TCP","66","[TCP Retransmission] 443  >  53953 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=1024"
"4306","68.611907","192.168.42.54","34.199.237.82","TCP","54","53842  >  443 [ACK] Seq=2 Ack=2 Win=510 Len=0"
"4307","68.616456","104.28.16.63","192.168.42.54","TCP","66","[TCP Retransmission] 80  >  53956 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=1024"
"4308","68.617369","192.168.42.54","40.81.26.225","TCP","1424","53844  >  443 [ACK] Seq=22755 Ack=17730 Win=513 Len=1370 [TCP segment of a reassembled PDU]"
"4309","68.617370","192.168.42.54","40.81.26.225","TLSv1.2","245","Application Data"
"4310","68.617445","192.168.42.54","40.81.26.225","TCP","1424","53844  >  443 [ACK] Seq=24316 Ack=17730 Win=513 Len=1370 [TCP segment of a reassembled PDU]"
"4311","68.617446","192.168.42.54","40.81.26.225","TLSv1.2","361","Application Data"
"4312","68.622342","104.18.41.163","192.168.42.54","TCP","66","[TCP Retransmission] 443  >  53957 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=1024"
"4313","68.627206","104.18.36.213","192.168.42.54","TCP","66","[TCP Retransmission] 443  >  53952 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=1024"
"4314","68.637115","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","157","Application Data"
"4315","68.637955","192.168.42.129","192.168.42.54","DNS","108","Standard query response 0x94a5 A www.pornalin.com A 104.24.110.62 A 104.24.111.62"
"4316","68.637956","192.168.42.129","192.168.42.54","DNS","132","Standard query response 0x5bc5 AAAA www.pornalin.com AAAA 2606:4700:30::6818:6e3e AAAA 2606:4700:30::6818:6f3e"
"4317","68.639985","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","154","Application Data"
"4318","68.643971","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","153","Application Data"
"4319","68.644009","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","158","Application Data"
"4320","68.645016","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:29a3","TLSv1.3","143","Application Data"
"4321","68.646298","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","158","Application Data"
"4322","68.647456","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","153","Application Data"
"4323","68.648754","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","158","Application Data"
"4324","68.649323","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::681b:ba84","TLSv1.3","173","Application Data"
"4325","68.650754","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","157","Application Data"
"4326","68.652281","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","DNS","96","Standard query 0x94a5 A www.pornalin.com"
"4327","68.652662","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","158","Application Data"
"4328","68.653077","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:29a3","TLSv1.3","143","Application Data"
"4329","68.653968","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","154","Application Data"
"4330","68.654186","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","158","Application Data"
"4331","68.654530","2405:204:4088:c972::e5","2405:204:4088:c972:d175:5de0:a2d0:cc05","DNS","128","Standard query response 0x94a5 A www.pornalin.com A 104.24.111.62 A 104.24.110.62"
"4332","68.657381","192.168.42.54","192.168.42.129","DNS","81","Standard query 0xc85b A cdn.silvercartoon.com"
"4333","68.657521","192.168.42.54","192.168.42.129","DNS","81","Standard query 0x86ff AAAA cdn.silvercartoon.com"
"4334","68.658800","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6818:6e3e","TCP","86","53963  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"4335","68.660435","104.28.16.63","192.168.42.54","TCP","66","[TCP Retransmission] 80  >  53955 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1370 SACK_PERM=1 WS=1024"
"4336","68.667557","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=37514 Ack=2098 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4337","68.667558","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","443  >  53929 [ACK] Seq=38874 Ack=2098 Win=29696 Len=1360 [TCP segment of a reassembled PDU]"
"4338","68.667559","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","829","Application Data"
"4339","68.667559","2606:4700:3038::681f:8ad","2405:204:4088:c972:d175:5de0:a2d0:cc05","TLSv1.3","105","Application Data"
"4340","68.667707","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TCP","74","53929  >  443 [ACK] Seq=2416 Ack=41020 Win=131840 Len=0"
"4341","68.694348","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","154","Application Data"
"4342","68.696153","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:3038::681f:8ad","TLSv1.3","154","Application Data"
"4343","68.700571","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:29a3","TLSv1.3","143","Application Data"
"4344","68.703109","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:29a3","TLSv1.3","143","Application Data"
"4345","68.712404","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","157","Application Data"
"4346","68.714142","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","157","Application Data"
"4347","68.716710","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","157","Application Data"
"4348","68.719567","2405:204:4088:c972:d175:5de0:a2d0:cc05","2606:4700:30::6812:25d5","TLSv1.3","157","Application Data"
"4349","68.748950","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","DNS","101","Standard query 0xc85b A cdn.silvercartoon.com"
"4350","68.749905","2405:204:4088:c972:d175:5de0:a2d0:cc05","2405:204:4088:c972::e5","DNS","101","Standard query 0x86ff AAAA cdn.silvercartoon.com"
"4351","68.754161","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","74","80  >  53948 [ACK] Seq=1 Ack=399 Win=28672 Len=0"
"4352","68.757333","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53948 [ACK] Seq=1 Ack=399 Win=28672 Len=1360 [TCP segment of a reassembled PDU]"
"4353","68.757334","2606:4700:30::681c:103f","2405:204:4088:c972:d175:5de0:a2d0:cc05","TCP","1434","80  >  53948 [ACK] Seq=1361 Ack=399 Win=28672 Len=1360 [TCP segment of a reassembled PDU]"
